Date of Posting,Creator Name,Post Link,Views,Plays,Likes,Comments,Engagement Score,Virality Score,Transcript,Topic,Take for the topic,Hook Format,Story Telling Flow,CTA
2024-12-29,Parent Wisdom,https://www.instagram.com/parent.wisdom/p/60743042641/,1517203,1977324,64624,3384,4.48,100,[Transcript for 'Sleep training methods' — Bold controversial statement format],Sleep training methods,Science-backed method that actually works,Relatable struggle,Hook > Story > Lesson > CTA,DM me GUIDE for the free resource
2025-06-15,Anishkaa Malpani,https://www.instagram.com/anishkaa_malpani/p/80222662336/,1458904,1383820,191593,11920,13.95,100,[Transcript for 'Handling sibling rivalry' — Failure confession format],Handling sibling rivalry,The uncomfortable truth about modern childhood,Before vs After,Question > Answer > Evidence > CTA,Link in bio for the full guide
2025-04-03,Payal V. Narang,https://www.instagram.com/playfulparenthood/p/14362414510/,1788831,1154995,163625,17884,10.15,100,[Transcript for 'Managing tantrums in public' — Before vs After format],Managing tantrums in public,The one thing nobody tells new moms,Question hook,Hook > Story > Lesson > CTA,Link in bio for the full guide
2024-08-05,Sangeetha,https://www.instagram.com/sangeetharofficial/p/68961157529/,253996,308910,16722,1239,7.07,100,[Transcript for 'Co-sleeping pros and cons' — Relatable struggle format],Co-sleeping pros and cons,The tiny habit that transformed our mornings,Bold controversial statement,Problem > Agitate > Solve,Comment your experience below
2024-02-17,Anishkaa Malpani,https://www.instagram.com/anishkaa_malpani/p/30113152714/,2010588,1815042,232863,4965,11.83,100,[Transcript for 'Age-appropriate chores' — Failure confession format],Age-appropriate chores,Stop blaming yourself — it's a system problem,Before vs After,Before > Turning point > After,Follow for more parenting tips
2024-10-29,Meg Rogerson,https://www.instagram.com/meg.rogerson_author/p/13943083901/,1677037,2220384,87570,7108,5.65,100,[Transcript for 'Raising confident girls' — Stat shock format],Raising confident girls,Science-backed method that actually works,Relatable struggle,Myth > Truth > Example > CTA,Link in bio for the full guide
2024-02-02,Meg Rogerson,https://www.instagram.com/meg.rogerson_author/p/53904589600/,2236044,2955662,175787,20485,8.78,100,[Transcript for 'Screen time limits for toddlers' — Bold controversial statement format],Screen time limits for toddlers,How this changed my relationship with my toddler overnight,Relatable struggle,Hook > Story > Lesson > CTA,DM me GUIDE for the free resource
2025-05-18,Shivani Kapoor,https://www.instagram.com/cafeparent/p/63286099829/,48656,33942,4476,285,9.79,24.0,[Transcript for 'Financial literacy for kids' — Myth busting format],Financial literacy for kids,The uncomfortable truth about modern childhood,Before vs After,Myth > Truth > Example > CTA,Link in bio for the full guide
2025-06-18,Rama Yadav,https://www.instagram.com/momofdiyan/p/47922435016/,1296835,1533489,98013,11188,8.42,100,[Transcript for 'Raising confident girls' — Myth busting format],Raising confident girls,The one thing nobody tells new moms,Myth busting,Myth > Truth > Example > CTA,Tag a mom who needs this
2024-05-06,Scott Donnell,https://www.instagram.com/imscottdonnell/p/49938915779/,1320136,1565160,70536,3272,5.59,100,[Transcript for 'Screen time limits for toddlers' — Question hook format],Screen time limits for toddlers,Why gentle parenting is not permissive parenting,Before vs After,Question > Answer > Evidence > CTA,Follow for more parenting tips
2024-08-09,Hollie Mayes,https://www.instagram.com/hollie_mayes/p/16267690566/,2064213,2418432,198636,22104,10.69,100,[Transcript for 'Nature play benefits' — Question hook format],Nature play benefits,How I changed my approach after 3 years of struggling,Stat shock,Question > Answer > Evidence > CTA,Link in bio for the full guide
2025-01-30,Meg Rogerson,https://www.instagram.com/meg.rogerson_author/p/11910918676/,541319,674755,47551,1773,9.11,100,[Transcript for 'Financial literacy for kids' — Myth busting format],Financial literacy for kids,What pediatricians wish parents knew,Bold controversial statement,Problem > Agitate > Solve,Save this for later
2025-01-20,Vishruti Shah,https://www.instagram.com/vishruti_shah_unschooling/p/66167760071/,1644717,1642164,221305,6068,13.82,100,[Transcript for 'ADHD parenting tips' — Myth busting format],ADHD parenting tips,Most parents are doing it wrong — here's what research says,Before vs After,Myth > Truth > Example > CTA,Tag a mom who needs this
2024-05-04,Mikita,https://www.instagram.com/moneyforkids/p/48351784510/,289919,389355,23021,692,8.18,98.0,[Transcript for 'Co-sleeping pros and cons' — Relatable struggle format],Co-sleeping pros and cons,Most parents are doing it wrong — here's what research says,Question hook,Question > Answer > Evidence > CTA,Follow for more parenting tips
2024-11-06,Shweta Gandhi,https://www.instagram.com/schweta.happyminds/p/68825362886/,1212876,749608,171077,13733,15.24,100,[Transcript for 'Digital detox for families' — Relatable struggle format],Digital detox for families,How I changed my approach after 3 years of struggling,Stat shock,Myth > Truth > Example > CTA,Follow for more parenting tips
2025-02-01,Meg Rogerson,https://www.instagram.com/meg.rogerson_author/p/24899104831/,2283016,1768952,225472,22700,10.87,100,[Transcript for 'Co-sleeping pros and cons' — Before vs After format],Co-sleeping pros and cons,Science-backed method that actually works,Myth busting,Question > Answer > Evidence > CTA,Comment your experience below
2025-04-05,Rama Yadav,https://www.instagram.com/momofdiyan/p/29001672324/,561919,455887,45680,4932,9.01,100,[Transcript for 'Building emotional intelligence' — Failure confession format],Building emotional intelligence,Most parents are doing it wrong — here's what research says,Before vs After,Problem > Agitate > Solve,Follow for more parenting tips
2024-03-22,Scott Donnell,https://www.instagram.com/imscottdonnell/p/39217473327/,2206139,1349934,195510,19084,9.73,100,[Transcript for 'Reading habits from age 1' — Question hook format],Reading habits from age 1,The one thing nobody tells new moms,Before vs After,Question > Answer > Evidence > CTA,Follow for more parenting tips
2025-02-27,Arpita Axay Pithava,https://www.instagram.com/firsttimemom.official/p/88850945664/,1985277,1334177,183548,8955,9.7,100,[Transcript for 'Building emotional intelligence' — Failure confession format],Building emotional intelligence,How this changed my relationship with my toddler overnight,Question hook,Before > Turning point > After,Tag a mom who needs this
2025-04-27,Vishruti Shah,https://www.instagram.com/vishruti_shah_unschooling/p/84976149757/,1342227,982442,147231,11326,11.81,100,[Transcript for 'Raising confident girls' — Stat shock format],Raising confident girls,Science-backed method that actually works,Stat shock,Myth > Truth > Example > CTA,Save this for later
2024-09-14,Shweta Gandhi,https://www.instagram.com/schweta.happyminds/p/24430169855/,931151,835786,55334,3137,6.28,100,[Transcript for 'Montessori at home' — Before vs After format],Montessori at home,Stop blaming yourself — it's a system problem,Failure confession,Hook > Story > Lesson > CTA,Follow for more parenting tips
2025-04-09,Payal V. Narang,https://www.instagram.com/playfulparenthood/p/77811801606/,684790,572679,97262,11339,15.86,100,[Transcript for 'Managing tantrums in public' — Before vs After format],Managing tantrums in public,Stop blaming yourself — it's a system problem,Relatable struggle,Hook > Story > Lesson > CTA,Link in bio for the full guide
2025-01-06,Supriya Malpani,https://www.instagram.com/parentingclassroom/p/42850298045/,2498389,2143884,145280,11904,6.29,100,[Transcript for 'Handling sibling rivalry' — Failure confession format],Handling sibling rivalry,How I changed my approach after 3 years of struggling,Myth busting,Myth > Truth > Example > CTA,DM me GUIDE for the free resource
2024-05-10,DANNAH EVE,https://www.instagram.com/dannah_eve/p/92242188126/,1049007,917768,124004,13096,13.07,100,[Transcript for 'Managing tantrums in public' — Story-based open loop format],Managing tantrums in public,Most parents are doing it wrong — here's what research says,Story-based open loop,Hook > Story > Lesson > CTA,Save this for later
2025-06-20,Ambika Agarwal,https://www.instagram.com/true_parenting_story/p/61067538181/,2332964,2550102,133023,3368,5.85,100,[Transcript for 'Sleep training methods' — Question hook format],Sleep training methods,The tiny habit that transformed our mornings,Failure confession,Problem > Agitate > Solve,Share with a parent friend
2024-04-06,drtristha,https://www.instagram.com/drtristha/p/56077569543/,314691,367081,24278,713,7.94,100,[Transcript for 'Age-appropriate chores' — Before vs After format],Age-appropriate chores,Stop blaming yourself — it's a system problem,Story-based open loop,Before > Turning point > After,Tag a mom who needs this
2024-10-27,Dr. Gaayatri Rathod,https://www.instagram.com/psychiatrist.mom/p/39177787402/,673882,799986,84146,5124,13.25,100,[Transcript for 'Managing tantrums in public' — Question hook format],Managing tantrums in public,Science-backed method that actually works,Myth busting,Problem > Agitate > Solve,Save this for later
2024-06-14,Dr. Gaayatri Rathod,https://www.instagram.com/psychiatrist.mom/p/32526613295/,880807,601052,118761,9548,14.57,100,[Transcript for 'Managing tantrums in public' — Relatable struggle format],Managing tantrums in public,Stop blaming yourself — it's a system problem,Myth busting,Before > Turning point > After,Tag a mom who needs this
2024-06-07,Supriya Malpani,https://www.instagram.com/parentingclassroom/p/79780021613/,403851,303889,47136,4699,12.84,100,[Transcript for 'Screen time limits for toddlers' — Myth busting format],Screen time limits for toddlers,How I changed my approach after 3 years of struggling,Failure confession,Problem > Agitate > Solve,Tag a mom who needs this
2024-11-27,Meg Rogerson,https://www.instagram.com/meg.rogerson_author/p/21772991652/,2465323,1804026,265136,27074,11.85,100,[Transcript for 'Reading habits from age 1' — Failure confession format],Reading habits from age 1,Stop blaming yourself — it's a system problem,Failure confession,Hook > Story > Lesson > CTA,Comment your experience below
2024-10-07,Ankita B Chandak,https://www.instagram.com/followyourchild/p/53094609102/,185919,177286,11876,1389,7.13,84.0,[Transcript for 'Financial literacy for kids' — Stat shock format],Financial literacy for kids,Why gentle parenting is not permissive parenting,Question hook,Question > Answer > Evidence > CTA,Save this for later
2025-05-26,Ambika Agarwal,https://www.instagram.com/true_parenting_story/p/91149098300/,785873,555623,45678,1285,5.98,100,[Transcript for 'Digital detox for families' — Bold controversial statement format],Digital detox for families,The tiny habit that transformed our mornings,Before vs After,Question > Answer > Evidence > CTA,DM me GUIDE for the free resource
2024-02-01,Payal V. Narang,https://www.instagram.com/playfulparenthood/p/77444625458/,538460,684176,39670,2986,7.92,100,[Transcript for 'Digital detox for families' — Stat shock format],Digital detox for families,Stop blaming yourself — it's a system problem,Relatable struggle,Before > Turning point > After,Follow for more parenting tips
2024-01-18,Mikita,https://www.instagram.com/moneyforkids/p/83517443934/,766891,1024012,49959,3536,6.98,100,[Transcript for 'Positive discipline techniques' — Myth busting format],Positive discipline techniques,Most parents are doing it wrong — here's what research says,Stat shock,Myth > Truth > Example > CTA,Link in bio for the full guide
2024-07-21,Dr Medhat Abu Shaaban,https://www.instagram.com/doctormedhat/p/63797214743/,1622718,1012836,206592,7206,13.18,100,[Transcript for 'Age-appropriate chores' — Bold controversial statement format],Age-appropriate chores,The tiny habit that transformed our mornings,Question hook,Problem > Agitate > Solve,Share with a parent friend
2025-06-08,Anishkaa Malpani,https://www.instagram.com/anishkaa_malpani/p/49922200927/,800183,1024932,61136,6254,8.42,100,[Transcript for 'Digital detox for families' — Failure confession format],Digital detox for families,Science-backed method that actually works,Failure confession,Hook > Story > Lesson > CTA,Comment your experience below
2025-05-16,Mikita,https://www.instagram.com/moneyforkids/p/40732742685/,830562,1010329,39020,4354,5.22,100,[Transcript for 'Montessori at home' — Failure confession format],Montessori at home,Stop blaming yourself — it's a system problem,Stat shock,Question > Answer > Evidence > CTA,DM me GUIDE for the free resource
2024-08-11,Meg Rogerson,https://www.instagram.com/meg.rogerson_author/p/99158153888/,517987,354004,36190,1008,7.18,100,[Transcript for 'Raising confident girls' — Question hook format],Raising confident girls,Why gentle parenting is not permissive parenting,Bold controversial statement,Hook > Story > Lesson > CTA,DM me GUIDE for the free resource
2024-01-08,Arpita Axay Pithava,https://www.instagram.com/firsttimemom.official/p/33239527655/,118549,94934,6700,283,5.89,41.0,[Transcript for 'Reading habits from age 1' — Before vs After format],Reading habits from age 1,Most parents are doing it wrong — here's what research says,Before vs After,Before > Turning point > After,Share with a parent friend
2025-01-17,drtristha,https://www.instagram.com/drtristha/p/51204335500/,2264360,1652383,215360,11077,10.0,100,[Transcript for 'Screen time limits for toddlers' — Story-based open loop format],Screen time limits for toddlers,Science-backed method that actually works,Question hook,Hook > Story > Lesson > CTA,Share with a parent friend
2024-04-15,Sneha Tapadia,https://www.instagram.com/tapadia.sneha/p/92885310174/,240466,198371,24724,1379,10.86,58.0,[Transcript for 'Handling sibling rivalry' — Story-based open loop format],Handling sibling rivalry,The tiny habit that transformed our mornings,Myth busting,Myth > Truth > Example > CTA,Save this for later
2024-12-27,Arpita Axay Pithava,https://www.instagram.com/firsttimemom.official/p/70671437877/,73538,69978,4940,109,6.87,29.0,[Transcript for 'Managing tantrums in public' — Bold controversial statement format],Managing tantrums in public,Stop blaming yourself — it's a system problem,Before vs After,Hook > Story > Lesson > CTA,Follow for more parenting tips
2025-01-19,Payal V. Narang,https://www.instagram.com/playfulparenthood/p/34004572872/,186127,121465,18976,1600,11.05,59.0,[Transcript for 'Screen time limits for toddlers' — Before vs After format],Screen time limits for toddlers,The tiny habit that transformed our mornings,Failure confession,Hook > Story > Lesson > CTA,Link in bio for the full guide
2025-06-05,Arpita Axay Pithava,https://www.instagram.com/firsttimemom.official/p/74064443282/,1994298,2636379,209755,7797,10.91,100,[Transcript for 'Screen time limits for toddlers' — Before vs After format],Screen time limits for toddlers,How this changed my relationship with my toddler overnight,Stat shock,Question > Answer > Evidence > CTA,Comment your experience below
2024-09-25,Ishinna B. Sadana,https://www.instagram.com/ishinna_b_sadana/p/37398872402/,1513448,1927750,85773,9993,6.33,100,[Transcript for 'Reducing mom guilt' — Failure confession format],Reducing mom guilt,Most parents are doing it wrong — here's what research says,Relatable struggle,Myth > Truth > Example > CTA,Comment your experience below
2025-05-23,Ambika Agarwal,https://www.instagram.com/true_parenting_story/p/34510162556/,1833255,1166996,229554,23387,13.8,100,[Transcript for 'Nature play benefits' — Question hook format],Nature play benefits,How this changed my relationship with my toddler overnight,Stat shock,Myth > Truth > Example > CTA,Link in bio for the full guide
2024-11-20,Sneha Tapadia,https://www.instagram.com/tapadia.sneha/p/74416758570/,954234,952307,128336,3478,13.81,100,[Transcript for 'Positive discipline techniques' — Stat shock format],Positive discipline techniques,The uncomfortable truth about modern childhood,Before vs After,Myth > Truth > Example > CTA,Share with a parent friend
2025-05-03,Mikita,https://www.instagram.com/moneyforkids/p/67228520821/,732016,905936,84443,5499,12.29,100,[Transcript for 'Unschooling vs traditional schooling' — Stat shock format],Unschooling vs traditional schooling,How I changed my approach after 3 years of struggling,Failure confession,Hook > Story > Lesson > CTA,Follow for more parenting tips
2024-12-31,Arpita Axay Pithava,https://www.instagram.com/firsttimemom.official/p/18129370876/,1187769,1193425,164178,10021,14.67,100,[Transcript for 'Montessori at home' — Bold controversial statement format],Montessori at home,The uncomfortable truth about modern childhood,Story-based open loop,Hook > Story > Lesson > CTA,Comment your experience below
2025-06-22,Hollie Mayes,https://www.instagram.com/hollie_mayes/p/97249639198/,1021136,1154517,105088,2536,10.54,100,[Transcript for 'Handling sibling rivalry' — Relatable struggle format],Handling sibling rivalry,How this changed my relationship with my toddler overnight,Question hook,Question > Answer > Evidence > CTA,Follow for more parenting tips
2025-03-04,Rama Yadav,https://www.instagram.com/momofdiyan/p/31369246660/,1132017,760802,98518,5444,9.18,100,[Transcript for 'Financial literacy for kids' — Myth busting format],Financial literacy for kids,How I changed my approach after 3 years of struggling,Question hook,Myth > Truth > Example > CTA,Link in bio for the full guide
2025-02-19,drtristha,https://www.instagram.com/drtristha/p/36385960734/,2483187,2020972,219887,21953,9.74,100,[Transcript for 'Financial literacy for kids' — Story-based open loop format],Financial literacy for kids,The one thing nobody tells new moms,Relatable struggle,Problem > Agitate > Solve,Tag a mom who needs this
2025-06-17,Mikita,https://www.instagram.com/moneyforkids/p/53023781114/,332000,433406,25872,2939,8.68,83.0,[Transcript for 'Nature play benefits' — Relatable struggle format],Nature play benefits,The tiny habit that transformed our mornings,Relatable struggle,Myth > Truth > Example > CTA,DM me GUIDE for the free resource
2025-03-04,Arpita Axay Pithava,https://www.instagram.com/firsttimemom.official/p/26225446051/,1409739,1563284,74279,3347,5.51,100,[Transcript for 'Nature play benefits' — Stat shock format],Nature play benefits,The tiny habit that transformed our mornings,Question hook,Question > Answer > Evidence > CTA,Follow for more parenting tips
2025-04-05,Ankita B Chandak,https://www.instagram.com/followyourchild/p/82546678593/,13474,13746,1230,142,10.18,6.0,[Transcript for 'Screen time limits for toddlers' — Myth busting format],Screen time limits for toddlers,How I changed my approach after 3 years of struggling,Bold controversial statement,Question > Answer > Evidence > CTA,Comment your experience below
2024-12-20,Swati Goyal,https://www.instagram.com/iamswatigoyal_/p/77817492944/,1641881,2247249,163681,11289,10.66,100,[Transcript for 'Positive discipline techniques' — Myth busting format],Positive discipline techniques,Science-backed method that actually works,Before vs After,Hook > Story > Lesson > CTA,Comment your experience below
2024-03-03,Gigi,https://www.instagram.com/mom.ma.g/p/21883625979/,604858,735079,55960,2607,9.68,100,[Transcript for 'Reducing mom guilt' — Story-based open loop format],Reducing mom guilt,What pediatricians wish parents knew,Bold controversial statement,Hook > Story > Lesson > CTA,Link in bio for the full guide
2024-04-16,Shivani Kapoor,https://www.instagram.com/cafeparent/p/18653076611/,447968,407135,57707,3067,13.57,100,[Transcript for 'Sleep training methods' — Relatable struggle format],Sleep training methods,Stop blaming yourself — it's a system problem,Relatable struggle,Before > Turning point > After,Save this for later
2025-05-01,Swati Goyal,https://www.instagram.com/iamswatigoyal_/p/97823468145/,1675581,1826461,131969,6184,8.25,100,[Transcript for 'Screen time limits for toddlers' — Question hook format],Screen time limits for toddlers,Why gentle parenting is not permissive parenting,Question hook,Hook > Story > Lesson > CTA,Follow for more parenting tips
2024-04-19,3mguru,https://www.instagram.com/3mguru/reels/p/34496472791/,1116311,1197847,130534,7617,12.38,100,[Transcript for 'Financial literacy for kids' — Relatable struggle format],Financial literacy for kids,Stop blaming yourself — it's a system problem,Myth busting,Hook > Story > Lesson > CTA,Link in bio for the full guide
2024-06-15,Rama Yadav,https://www.instagram.com/momofdiyan/p/92543094108/,316136,352500,35385,1161,11.56,100,[Transcript for 'Raising confident girls' — Myth busting format],Raising confident girls,How this changed my relationship with my toddler overnight,Relatable struggle,Question > Answer > Evidence > CTA,Comment your experience below
2024-08-12,Vishruti Shah,https://www.instagram.com/vishruti_shah_unschooling/p/37193247506/,298633,283606,22554,2506,8.39,67.0,[Transcript for 'Age-appropriate chores' — Failure confession format],Age-appropriate chores,Science-backed method that actually works,Bold controversial statement,Question > Answer > Evidence > CTA,Follow for more parenting tips
2024-09-19,ParulYadav,https://www.instagram.com/the.corporate.momm/p/53841041755/,17481,11714,1797,89,10.79,35.0,[Transcript for 'Sleep training methods' — Relatable struggle format],Sleep training methods,How this changed my relationship with my toddler overnight,Story-based open loop,Problem > Agitate > Solve,Tag a mom who needs this
2025-06-22,Sangeetha,https://www.instagram.com/sangeetharofficial/p/63369513315/,701075,679002,78685,7486,12.29,100,[Transcript for 'Language development milestones' — Before vs After format],Language development milestones,Most parents are doing it wrong — here's what research says,Before vs After,Hook > Story > Lesson > CTA,Link in bio for the full guide
2024-11-28,Kriti S Gupta,https://www.instagram.com/explorewithmommy/p/16561474364/,2323490,1782220,264251,12833,11.93,100,[Transcript for 'ADHD parenting tips' — Myth busting format],ADHD parenting tips,What pediatricians wish parents knew,Relatable struggle,Hook > Story > Lesson > CTA,DM me GUIDE for the free resource
2024-11-18,Ankita B Chandak,https://www.instagram.com/followyourchild/p/33922647117/,1256170,1441891,165062,17901,14.57,100,[Transcript for 'Co-sleeping pros and cons' — Bold controversial statement format],Co-sleeping pros and cons,Most parents are doing it wrong — here's what research says,Failure confession,Question > Answer > Evidence > CTA,DM me GUIDE for the free resource
2024-01-06,Sneha Tapadia,https://www.instagram.com/tapadia.sneha/p/39193245142/,1827575,2008743,149674,16779,9.11,100,[Transcript for 'Age-appropriate chores' — Question hook format],Age-appropriate chores,Most parents are doing it wrong — here's what research says,Question hook,Myth > Truth > Example > CTA,Tag a mom who needs this
2024-04-17,Vishruti Shah,https://www.instagram.com/vishruti_shah_unschooling/p/12856659111/,2153034,2873333,256398,19211,12.8,100,[Transcript for 'Managing tantrums in public' — Story-based open loop format],Managing tantrums in public,Why gentle parenting is not permissive parenting,Before vs After,Before > Turning point > After,Comment your experience below
2024-11-14,ParulYadav,https://www.instagram.com/the.corporate.momm/p/33294659160/,547192,566279,50634,3597,9.91,100,[Transcript for 'Language development milestones' — Before vs After format],Language development milestones,The uncomfortable truth about modern childhood,Failure confession,Problem > Agitate > Solve,DM me GUIDE for the free resource
2024-03-09,3mguru,https://www.instagram.com/3mguru/reels/p/90071788697/,206020,238697,11742,617,6.0,100,[Transcript for 'Digital detox for families' — Question hook format],Digital detox for families,The uncomfortable truth about modern childhood,Bold controversial statement,Myth > Truth > Example > CTA,Link in bio for the full guide
2025-03-13,Payal V. Narang,https://www.instagram.com/playfulparenthood/p/98642388530/,115356,159768,4872,545,4.7,45.0,[Transcript for 'Financial literacy for kids' — Failure confession format],Financial literacy for kids,The uncomfortable truth about modern childhood,Failure confession,Before > Turning point > After,Share with a parent friend
2024-08-20,Anishkaa Malpani,https://www.instagram.com/anishkaa_malpani/p/23573042299/,2020433,1365567,258976,30149,14.31,100,[Transcript for 'Language development milestones' — Myth busting format],Language development milestones,Why gentle parenting is not permissive parenting,Story-based open loop,Before > Turning point > After,Link in bio for the full guide
2024-07-05,Arpita Axay Pithava,https://www.instagram.com/firsttimemom.official/p/60310990029/,1840606,1347807,96850,2593,5.4,100,[Transcript for 'Teaching consent to toddlers' — Myth busting format],Teaching consent to toddlers,Science-backed method that actually works,Before vs After,Before > Turning point > After,DM me GUIDE for the free resource
2024-02-25,Sneha Tapadia,https://www.instagram.com/tapadia.sneha/p/52361496104/,29801,35227,2120,189,7.75,14.0,[Transcript for 'Language development milestones' — Bold controversial statement format],Language development milestones,Why gentle parenting is not permissive parenting,Question hook,Hook > Story > Lesson > CTA,Comment your experience below
2024-09-03,3mguru,https://www.instagram.com/3mguru/reels/p/43596626985/,2415680,1963403,314688,33653,14.42,100,[Transcript for 'Building emotional intelligence' — Myth busting format],Building emotional intelligence,What pediatricians wish parents knew,Question hook,Myth > Truth > Example > CTA,Comment your experience below
2024-07-18,Dr Medhat Abu Shaaban,https://www.instagram.com/doctormedhat/p/38996015774/,478619,619742,62270,6472,14.36,100,[Transcript for 'Raising confident girls' — Before vs After format],Raising confident girls,How this changed my relationship with my toddler overnight,Bold controversial statement,Before > Turning point > After,Save this for later
2025-05-09,Aditi K,https://www.instagram.com/this.mamas.diary/p/28882606981/,662300,664724,44756,4184,7.39,100,[Transcript for 'Nature play benefits' — Before vs After format],Nature play benefits,What pediatricians wish parents knew,Story-based open loop,Hook > Story > Lesson > CTA,Follow for more parenting tips
2025-05-14,Dr Medhat Abu Shaaban,https://www.instagram.com/doctormedhat/p/68333062316/,2202152,1630181,311903,15830,14.88,100,[Transcript for 'Reducing mom guilt' — Story-based open loop format],Reducing mom guilt,Most parents are doing it wrong — here's what research says,Stat shock,Hook > Story > Lesson > CTA,Comment your experience below
2024-09-23,Rama Yadav,https://www.instagram.com/momofdiyan/p/20285643349/,1252027,1665825,97768,6566,8.33,100,[Transcript for 'Financial literacy for kids' — Story-based open loop format],Financial literacy for kids,What pediatricians wish parents knew,Bold controversial statement,Question > Answer > Evidence > CTA,Link in bio for the full guide
2024-12-28,Shweta Gandhi,https://www.instagram.com/schweta.happyminds/p/60539398647/,2094767,1581012,119774,10416,6.22,100,[Transcript for 'Building emotional intelligence' — Failure confession format],Building emotional intelligence,The uncomfortable truth about modern childhood,Relatable struggle,Hook > Story > Lesson > CTA,Link in bio for the full guide
2024-03-27,Lauren Mejia,https://www.instagram.com/motherhood.and.montessori/p/14995660234/,184494,192663,19761,2097,11.85,100,[Transcript for 'Teaching consent to toddlers' — Myth busting format],Teaching consent to toddlers,The one thing nobody tells new moms,Stat shock,Question > Answer > Evidence > CTA,Tag a mom who needs this
2024-12-13,Parent Wisdom,https://www.instagram.com/parent.wisdom/p/42196230590/,1554841,1557243,201338,9479,13.56,100,[Transcript for 'Age-appropriate chores' — Question hook format],Age-appropriate chores,Most parents are doing it wrong — here's what research says,Stat shock,Hook > Story > Lesson > CTA,Link in bio for the full guide
2025-05-06,drtristha,https://www.instagram.com/drtristha/p/48520852414/,2061620,2155347,309032,12734,15.61,100,[Transcript for 'Managing tantrums in public' — Stat shock format],Managing tantrums in public,Most parents are doing it wrong — here's what research says,Bold controversial statement,Hook > Story > Lesson > CTA,Tag a mom who needs this
2024-05-29,Rama Yadav,https://www.instagram.com/momofdiyan/p/82989232928/,2088990,2288806,150038,5043,7.42,100,[Transcript for 'Sleep training methods' — Relatable struggle format],Sleep training methods,Stop blaming yourself — it's a system problem,Story-based open loop,Problem > Agitate > Solve,Comment your experience below
2025-04-30,Swati Goyal,https://www.instagram.com/iamswatigoyal_/p/50346494068/,1369278,1314724,194229,23292,15.89,100,[Transcript for 'Age-appropriate chores' — Story-based open loop format],Age-appropriate chores,The one thing nobody tells new moms,Bold controversial statement,Question > Answer > Evidence > CTA,Share with a parent friend
2025-02-27,Shivani Kapoor,https://www.instagram.com/cafeparent/p/75402787396/,416892,356505,57603,1815,14.25,100,[Transcript for 'Montessori at home' — Relatable struggle format],Montessori at home,How this changed my relationship with my toddler overnight,Story-based open loop,Problem > Agitate > Solve,Share with a parent friend
2025-03-11,Shivani Kapoor,https://www.instagram.com/cafeparent/p/21611358973/,561737,601078,66765,4405,12.67,100,[Transcript for 'Language development milestones' — Story-based open loop format],Language development milestones,The tiny habit that transformed our mornings,Story-based open loop,Hook > Story > Lesson > CTA,Save this for later
2024-01-12,Scott Donnell,https://www.instagram.com/imscottdonnell/p/30182415383/,113252,126064,8747,321,8.01,59.0,[Transcript for 'Raising confident girls' — Failure confession format],Raising confident girls,Stop blaming yourself — it's a system problem,Failure confession,Problem > Agitate > Solve,Comment your experience below
2024-01-19,ParulYadav,https://www.instagram.com/the.corporate.momm/p/32718028526/,114127,107492,10991,427,10.0,26.0,[Transcript for 'Age-appropriate chores' — Myth busting format],Age-appropriate chores,Most parents are doing it wrong — here's what research says,Stat shock,Problem > Agitate > Solve,Comment your experience below
2025-05-28,Ishinna B. Sadana,https://www.instagram.com/ishinna_b_sadana/p/92471716101/,2279911,2664876,284345,19481,13.33,100,[Transcript for 'Age-appropriate chores' — Question hook format],Age-appropriate chores,Science-backed method that actually works,Story-based open loop,Myth > Truth > Example > CTA,Follow for more parenting tips
2024-09-16,Supriya Malpani,https://www.instagram.com/parentingclassroom/p/50130994614/,2406384,2630031,229065,9227,9.9,100,[Transcript for 'Reducing mom guilt' — Stat shock format],Reducing mom guilt,The one thing nobody tells new moms,Relatable struggle,Hook > Story > Lesson > CTA,DM me GUIDE for the free resource
2024-11-06,Shweta Gandhi,https://www.instagram.com/schweta.happyminds/p/79020388379/,726938,642165,100200,6825,14.72,100,[Transcript for 'Unschooling vs traditional schooling' — Before vs After format],Unschooling vs traditional schooling,The tiny habit that transformed our mornings,Before vs After,Problem > Agitate > Solve,Comment your experience below
2024-10-30,Arpita Axay Pithava,https://www.instagram.com/firsttimemom.official/p/73049057742/,1834501,1389662,169349,17309,10.17,100,[Transcript for 'Teaching consent to toddlers' — Story-based open loop format],Teaching consent to toddlers,How this changed my relationship with my toddler overnight,Myth busting,Question > Answer > Evidence > CTA,DM me GUIDE for the free resource
2025-03-17,Swati Goyal,https://www.instagram.com/iamswatigoyal_/p/55146573654/,581852,663028,78633,4568,14.3,100,[Transcript for 'Age-appropriate chores' — Failure confession format],Age-appropriate chores,How I changed my approach after 3 years of struggling,Bold controversial statement,Myth > Truth > Example > CTA,Link in bio for the full guide
2024-08-30,Shivani Kapoor,https://www.instagram.com/cafeparent/p/82960282035/,2474541,2879724,228996,4824,9.45,100,[Transcript for 'Reducing mom guilt' — Story-based open loop format],Reducing mom guilt,How I changed my approach after 3 years of struggling,Failure confession,Hook > Story > Lesson > CTA,Link in bio for the full guide
